00626a,a956fb
0060b1,557659
000c79,ea41d5
daf5b1,a96d6a
000c74,23183f
000c75,786d08
000c76,4de83d
0060b8,dc206c
0060b9,7e30fa
0060ae,2a1328
b0b3b8,e4030c
000c6a,22f948
0060ac,85e636
000c6b,17aa15
0060ad,b3956e
d7dfd0,60e8bb
0060aa,f85183
000ba3,a2c0d1
000ba4,72a0f1
000ba5,0ca28c
b0656d,2b4999
1044ba,d37c27
000ba0,ec77da
44ad74,73309e
000ba1,8e08cc
7d927a,391d52
000ba2,f51d73
23676e,ee5a82
000ba7,3b05f1
2a4dc3,72629c
0550eb,473c32
2a4dc4,423373
a02ac6,687743
d54ffa,e7eb8d
006203,426c7b
006200,178ed1
46ed52,e09f6d
177595,899a12
fdf85a,7381f7
b48f1f,9ef91d
dd55a8,12eec7
e3ce8e,ab8209
6822cd,6caee3
d54fea,4e0945
67ae87,a72b98
000bc5,0e460f
000bc6,e0973f
006219,9cadb8
1faa0e,52bfcb
000bc8,0e74b9
000bc2,387724
006218,cb6067
000bc4,a15375
006216,1eee33
00620b,184f8f
00620a,0d418b
000bc9,e55814
574695,cf65da
000bbf,78814e
000bba,25894d
000bbb,b5f82f
000bbc,9f8da2
006224,a24181
006225,37713c
000bd0,a5ebb0
734ff0,2b2edd
006222,d6e3c1
006223,c769ea
000bb4,a8e82b
84d2c3,cee7d2
000bb5,4288a0
000bb6,e530d9
006208,a60603
000bb7,799fd3
000bb2,53efd0
006204,df58c9
000bb3,8069e5
006205,3d778b
4bb515,73a12f
2fe37f,85e749
000bac,bb81ed
000bad,98af05
000baf,46fd00
000baa,25e5a7
675e99,6e9c8b
006213,ae3e9d
59d626,603460
31e569,4efdca
006211,b887ab
000bc0,cb25be
006212,d02102
006210,a22976
2d52ed,0c94b5
974ad9,500551
c2d7b9,99400e
b48f84,c2328d
00b0ea,73ae96
00b0eb,b8c6b4
a51b90,e7c8e1
a965cb,d2f638
00b0ee,990af8
00b0ef,2f48bf
00b0f8,bc7fee
956162,11f753
00b0f9,ce7ac8
ca3547,dbe076
7add2f,348cbc
f2fa70,69f535
00b0f3,b4d1a9
8f5faf,c49de3
fc6221,88ae0a
00b0f1,c2ca75
00b0f6,004b0d
6ac3e8,f0c511
fc6226,6cbed0
0a99ab,89d127
e62e98,d32726
ceaf65,697f6b
ed39bd,a5dd18
69ee75,477e82
b00ed0,226b66
ed6f21,ef0573
00b0e8,510069
4667e4,a54577
fdf80a,c83340
8dc632,af7cb3
2f3e24,6e85eb
23b781,f38236
560011,fba633
17c522,3091b2
95612a,66c6ff
9226a7,e038f5
bc3ad4,7297ae
99db8f,4f6fa0
3b2c10,238667
445d76,412a00
e19408,56e927
574664,bf67a0
00b0fa,48d6d8
0dcdb9,16d86a
00b0fe,cdf2de
1c7632,9ef05e
b553b3,41f084
00b48a,70e6b8
f52665,7811f0
00b48e,fd2fed
00b48b,e84e97
00b499,81230c
dddb76,08095d
00b497,139f13
77500f,abdab7
00b498,f3a92c
2c8ab4,a17b3f
c3804c,f6d177
00b491,f84f3d
6332bc,81cb22
00b490,61c09d
00b495,acd78e
00b496,64b5a5
b6e6c3,593d18
00b494,bd1c00
00b47e,39106e
000f09,a5e450
9e8aff,c79c33
000f02,30ca1d
98138c,ec5d08
c6fff9,d18821
000f05,f33b9b
00b47d,e78502
00b47a,a4dfa2
00b47b,ca59b6
549505,5abb06
51deef,27cd7c
00649c,e5c60b
00649d,91cce7
8ec1ab,612e1c
2ca732,ed19c7
278cb5,145d4a
00b483,10615a
00b46e,78feae
4b6491,80f585
567eb9,2277d1
000f0f,7b846e
261324,7ed03a
000f0b,2e509b
000f0c,5f2860
000f0d,5be9ad
36d0c4,a1ec28
72b04d,ce3dac
000f21,67d92d
c3d023,b13dac
d7a9fe,2eee7d
000f22,98a9ef
000f23,584812
b0b0fb,b262d6
3dba1a,965c6b
000f29,c00350
000f25,321a4a
000f26,c1bd46
000f27,b47fd8
00b49a,ec3b64
00b49b,40d230
00b49f,5b1550
fc0df3,1a1bd1
f3c02d,cac666
00b49d,c44423
b7e197,2e6f41
c9afb7,77a104
000f10,b8a911
2ca710,c9a7dd
79900c,be1c97
0e484a,0ee6f4
000f18,b93626
000f19,540c27
7de460,a7fe32
310828,520010
000f14,f53fe0
a16cf8,2864a6
000f15,d51532
000f16,ed414b
7ba41f,a9db73
d7a9f3,767315
d999e0,a493d1
a961d7,a5db1c
cc7484,3dd198
9d112b,cb376b
00646f,2851d0
00b456,b803ea
00646e,89b863
0c922c,debefb
00b454,e61e16
00b459,4766a6
00646c,54a203
00b457,ba3741
00646a,86be25
00b458,d82326
006480,f5323b
c8c000,007721
9ab168,169dd2
a721ff,23f81a
8ec1df,633902
00b451,bb34b3
4ab9d5,8f9d6e
e86cda,3d4beb
00b450,468ebf
006488,ee6a2d
00b43c,b2a479
00b43d,b9018f
006487,fdfd0b
006484,82f0b3
f0368a,b6ab8d
006485,1ca7f7
8e71ec,74041a
00b43e,f2937b
9cf137,6d194b
00b43f,92a861
e62e15,5160c7
46668c,d33e7b
006468,cc7e93
006469,513462
00b444,923eac
86bf74,c201ad
7aa9a6,084ad7
00645f,f35f28
00b445,d9cadd
27a92d,ede377
00645c,c7ec6d
52558a,8fede1
00b448,30d0cb
1bfd3b,db1593
00b446,edc1ff
6082ad,802f63
e1e2a6,a48c88
006478,1d976d
1381cd,9a8735
006475,9e81ae
006476,f0817d
006474,cfa6d4
006472,54196e
00648a,c386bc
2a172d,75db15
00b477,ddfd8e
a47339,7bd999
00b478,35da07
00b476,7d4d92
00648e,541a89
a86900,303054
00648b,0bdb9c
00648c,e07a94
9cf113,008f79
94b8e1,7fc7ee
949e89,e36262
4aef08,3f731f
6ac4aa,67f4d5
00b471,c60a6e
00b472,63df94
e588b5,2e2dae
261350,62adb7
00b466,f99e4b
00b467,2ac8c6
c9aff5,9cba26
00b464,fb8b5d
00b465,250b6c
00647d,09c46f
00647a,093e0a
00b468,11f585
1c71c2,f0900e
006492,7955f6
b550cb,7b9d94
a961be,749f77
00b463,60ec65
006498,d58a13
006495,11508b
abaaaf,caa15e
000f6d,2917bd
9ea720,813060
1eabaf,7f511f
000f6e,809685
d7a9b1,fdea7e
0063af,c74837
000f6b,e88a07
0063ad,103d54
0219eb,95959b
adeb21,a39963
0063c5,5bc447
2f3b64,ca622c
0063c0,755883
0063c1,216d3b
10ccdb,b4022b
2af195,7c34d8
f9f4d2,399ab7
000f88,93205d
000f89,ed4148
0063c8,4adc7f
682347,3f6585
000f83,9636ee
0063c9,54cfcd
000f84,9da23f
0063c6,f072eb
000f85,0ba66c
0063bd,f280b9
657394,e1d6af
2cdafb,c600ee
4f59b9,df5acd
000f5c,2d196b
33cbaf,7fd843
132cd7,ee3110
49f096,d1656b
000f5f,6d5653
d78f37,2f8e00
000f5a,1d2cd3
0ce0d2,de25fd
d7df19,820f2a
35d81c,5096bf
0063b3,af99a6
0063b1,707f0c
0063b2,401f4f
0e7c85,fd8bf3
0063b0,ccbbd3
000f75,3d76ac
824596,bb22f8
ff12d5,04e10f
25f39f,494282
048f11,5ea89a
000f77,3e57c2
0063b9,c2dd6f
000f71,e729a2
000f72,55eb5e
5743bf,d13e14
229e3b,bc377d
000f73,317940
000f74,996ed1
0063b6,1b0379
0063ab,615264
0063aa,489920
3ad61c,b3550b
d0af91,dab620
000f8b,fbf736
024f1d,d52a51
000f8c,11716a
00b3c1,8e3ae5
000f8d,028d4c
0063cf,4c6995
000f8e,6e4d19
0063e6,77f965
e3ccd5,df64e9
0063e4,ab182b
0063e5,5a5260
0063e2,cd4664
0063e1,2cb0a7
00b3ae,bef495
00b3b9,37f1bd
0063e8,30c7eb
383835,255793
0063de,ed9564
0063dc,c1da5d
000f9b,ebd320
0063da,204f4b
9c4c1d,55d16a
0063db,3caf03
00b3b8,e5a31c
b1f857,0296ea
699cc1,e221c5
427076,7f31e2
000f7e,d9644e
452010,b97ce4
000f7a,f21661
5a01c1,321bf0
000f7b,8ab293
000f7c,08340f
000f90,95fcbf
99de53,3ae486
0063d1,491993
0063d0,75fadc
000f97,96ba38
000f99,ebd558
00b3a9,c75ec7
0063d9,bedfd2
000f94,848d5b
000f96,1cab84
0063d8,2b5ad9
cbff1e,664eea
0063ce,e65b61
0063cb,d8b38b
00b3a0,5492de
000f8a,99be21
00b3a1,100551
0063ca,76d0bd
00b3a7,7a1a98
c04641,c23797
02f49a,270f24
000f2a,767759
a62994,ddfa26
38384a,fa36b8
000f2c,0a74b9
a6acb3,d3eb72
5d4189,a9b605
eeba43,3b86ca
000f42,5db926
3f74db,5ffc65
29e981,a9f9a2
3f74dc,e5c823
000f41,c0f2bb
2f3b9f,c86cb8
56cf20,659d20
90c405,aed30a
d85494,537605
000f47,0b1554
000f48,c44a6a
000f49,99964c
27dcf9,147367
000f1a,addec7
000f1b,40691b
285365,dc5e74
9812d9,f8ddfb
1eabfc,ba7f9e
69ece8,0c543f
000f1d,d65600
000f1e,53337e
000f1f,b8ff36
1cc25e,2ead35
153906,4bda9f
000f31,09ff30
000f32,ddd911
e6834f,635d6f
ca33c1,e9beb9
000f34,93cf75
dddaae,6529c3
525524,dd0f2e
000f30,c1b772
000f35,8fb47a
000f36,8e9d62
000f38,cfb61f
000f4b,558cf8
000f4d,64fa0f
3a864c,af3794
000f4e,dea1e0
30e6b2,15abc5
0063a2,ecf0a3
e13e2a,fd97b8
0063a3,c6dbd4
0063a0,15450e
0063a1,3fdd63
1c1d00,dc5084
000f66,1ddf0c
0063a8,c23221
de5101,3c141b
c775c4,0516dc
000f67,b4ef70
0063a9,560961
000f60,9f3e6a
000f61,471300
000f62,739057
0063a5,39eee7
8e1d4b,5e0223
000f68,eaa1f8
000f69,d267ff
89c3f4,5b4f02
000f3a,5addd6
459fb6,019bef
000f3b,21ab01
fdf8f5,a98634
775031,81e16c
344189,bc0eaf
000f3e,059faf
000f3f,05df99
a7231c,d1c836
000f53,371098
0b9807,6c1ee5
000f54,f205ae
000f55,6db771
000f50,e7be6d
dd8ad2,16130e
f76608,9db9bf
000f57,6aa9e1
000f58,adb20e
790645,1cfe03
000f59,546593
c22fb6,4f8ed1
d5f597,e67ae2
6d2648,4f8c09
494a45,a9ca9e
11429a,c9b591
b6e739,fec82e
b2f133,64d6bc
0f4193,7f2659
2852a4,49899a
b1f78c,f3b75d
a868a4,24ee89
c32a90,2d4bec
6b7000,0574de
4914e1,db1fd7
5014f2,0e0835
3efff5,657b85
1b7989,d0b65b
00b3fe,12783e
dc1178,54982b
a65e2c,6dccec
5f8185,b3f594
3b804d,3cb54b
90c452,1d7ede
7895fb,d13f0d
7d3e56,0fe3a5
eb2fd6,ae8d7e
00b3fb,917278
c32a7f,fc3837
e8bd6f,bb9788
716721,fc1044
3097dc,a89ce6
e0999f,3cfc76
000ea1,a89e82
000ea2,42ed10
000ea3,7237c7
c0ca83,a48c18
000ea8,3fef6c
000ea9,5dcfc4
000ea4,51383f
000ea5,061707
fc0e58,0dd83c
000ea7,a5d5de
a16e78,2a8309
32028b,9ed69c
006500,3c847a
62bcf6,be5bf1
ce5e3c,2fc263
f8b094,3935fc
368170,c22fa0
8149e2,ba699b
fc62a0,ff987d
d6159f,7276ff
7655e2,8703ff
3ad64a,f13e7b
411fa4,947502
00b3e2,b2559b
63336b,9436b9
e0e99d,043157
99de4c,2545f0
00b3e0,a45a4b
f55b81,409359
d85537,724621
672989,716a8c
9bf5fe,d8db0f
9a0b8b,df3d34
00b3d5,ff4651
b9cb75,4cd1f3
0063fe,aa916b
0063ff,c898fa
0063fc,279a8b
0063fd,82c2c7
0063fa,d3d16e
00b3d7,b20d3a
0063fb,ee43c8
db4c1a,4b665a
f2c5aa,8d2db1
d5f540,7113af
000f9c,f6e619
9e8b1e,ff3fd9
000f9d,da79e2
000f9e,2a07b8
00b3d0,79b340
0063f8,d010d1
00b3bd,a29bc5
0063f5,5aa3d8
00b3ba,e894ee
0063f6,546593
64c98a,c16dfe
0063f4,2390a0
7ba2ec,03a54f
0063f9,8472d8
b06248,b58a38
897430,b4ef48
e3ccab,77da35
00b3c5,594f69
0063ed,843b56
0063ee,042885
0f414f,435961
b3116b,98e70d
0063ec,e1643e
0063ea,f8a82c
00b3c7,f41031
f275ba,19ec29
52a4d3,9c14b1
23b2fd,121526
00b3ef,c23a0b
9e8b0a,f35dfe
5ed6bd,eb64f9
00b3ee,b7430c
dd56b3,666612
a8b99c,3ca90e
00b3eb,e62169
ee351d,283ca1
2d506c,94dcbb
00b3f8,adf359
6fea57,5689e3
7fce09,fd424d
e1e345,ca66a0
212442,e653d1
00b3f4,c9c5a7
73f5f9,050d04
3d363e,4efc22
00b3f1,32b1f2
c7fb5f,d293ba
a9634d,f8defb
00b3df,f5bb47
27a8e3,d58b88
93246a,a6358a
e58943,62755c
65c334,c7e96f
31e240,c6bdd9
00b3da,527f03
00b3db,65de32
c284f7,dd9a81
950dcd,a651f9
00b3e7,5b15e2
00b3e4,24a39f
344212,6dc458
901f1c,bee7af
3586c0,66716b
006557,4c6497
00b532,04b0db
88c9af,25e3ec
00b533,e1c622
00654a,ab2b51
00654b,a3901b
00b531,5b38cc
00b536,ae1b6f
799074,af789f
00b534,994e8d
901f37,e13065
41c4ee,202acb
f0376a,7c1892
48f721,28b216
000efb,89d5a5
000efc,abef84
00654e,b23e1a
000efd,8ee72b
00654f,3dd34c
006565,bc3fc5
db4c5b,224639
205dfa,b221eb
00b51a,a28b67
006563,64d876
006561,8b5af1
edbee7,9f8a52
00b51d,e5d534
006562,e96651
00b51e,09c5d4
f2c713,024b03
00b51b,98ed19
00b529,719a44
000ef7,a2414e
000ef8,aaa63a
000ef1,568be0
000ef2,8f8d17
65c1c1,eb86ec
0ce13c,703b5a
006545,7ec3b7
006546,3c88de
00653b,0247b4
8c3318,3337c0
5ccc7a,c6cb21
00b525,691b43
0ecaa9,d2e716
7de38a,032450
00b523,35eca7
00b524,aacfc0
000eed,134563
9ea5a1,23b0b9
b6e79f,323e07
000eef,0d481b
f13102,90b8e1
000eea,869a8d
000eeb,2abb80
000eec,9769e5
006551,be931b
00b50a,ada1ec
00b50b,8be7cc
fa2389,59e615
5014a0,5a72f4
00656e,2f444a
00b554,847556
901f52,068dce
00656c,35fa81
00b552,a0328c
00656d,c5e1cf
726158,cbe0b4
00b556,5dab77
362c25,872434
b24c28,965446
adb64d,555338
effed6,45cf28
00b550,952020
00b53b,00dc44
006588,ebc898
00b53c,338292
006585,37742b
006586,d3180a
00b53a,2286f9
95b41e,06bd5c
006582,407983
00b53e,001dfb
7d936f,8898ed
72b100,5222ae
e62d17,1df351
006569,be528e
006568,2017f8
0c911d,bb4702
00655d,66e519
00655e,2037e2
00655b,23fdfa
00b541,e22733
00655c,75c482
b8010c,ba7a02
00b547,e10985
dd8c24,a3aaf9
00655a,9e82a2
fcb34f,251a0d
2da05c,cd4ce2
00655f,769aad
006577,7abda3
6f9a2a,d8dc35
76db13,a7d8e4
006573,5cf739
000ec2,cdf95a
006518,22e31d
000ec3,363e79
006519,df8aa5
006517,93b799
006514,61734d
000ec0,b32f4a
236463,1ea6df
000ec1,2dea39
bc0684,0fc26b
006513,3114c4
6afa64,b1a776
8bbcdc,6710c8
dd8c75,164419
aff658,30c652
7de349,4681d9
000ec6,f65286
000ec7,96eed1
000ec8,9d9393
7ce8c0,ec31fa
000ebd,212281
00650f,8e9e85
00650a,2cbd7c
ebd4b0,df37c2
00650b,c63906
1ead7b,e5265f
6b1a87,c04e1d
000ebe,a8d3c3
000ebf,43e36a
9229cd,65a362
000eb1,db790c
006507,6676e9
006508,b95aac
006505,5ee29c
000eb4,3215fd
006506,bf81dd
006502,d171c5
000eb9,c0580c
06e9bb,69bbd4
000eb5,f764c6
69ed4f,fe8488
000eb7,350cf6
006509,8c0f66
000eaa,3930e2
000eab,e38bce
ce5e80,5b473d
b48c07,c4e2ec
a8ee39,d1c992
ce5e6d,fe5f17
006510,62b5b5
000ead,4c945a
000eae,ffe074
000eaf,11b2dd
000ee5,20ef00
006538,eb8fa5
4d4dc8,2549f8
000ee0,17a239
006536,0802d3
006537,96f5da
000ee2,9716d8
006534,6946d4
000ee3,757015
699d75,5d3c22
00b510,e31f6f
000ee8,d7306d
e0e945,b849f8
000ee9,337c4f
00b515,e408b5
7ade36,288068
187223,61c411
000edc,884141
000edd,b071a0
e441e8,23300f
000edf,8cd9f4
981456,134edf
9a0ac0,edabd5
000eda,0214e7
00652c,96e02e
000edb,5d9d92
00652d,6fbd39
006543,4db262
006541,8e1608
000ef0,0d06d9
006542,3c6dbf
6afa7a,213e11
0c9175,d3b9b0
d8a3e8,fef1e7
92af1e,c147e2
3836d0,eb39c7
00b507,c42476
00b508,63aa58
006527,f7b39d
00b505,aa1616
006528,fcdaa2
000ed0,8cbea3
006526,d3eac0
000ed1,7e2433
006523,c8b20c
95b47c,7a516e
00b509,bebbbe
000ed2,33bb79
000ed7,418a0f
00b503,ba2e65
000ed8,d93d66
00b501,c2ce8e
fcb30c,78790a
dddc40,b81ad3
000ecb,b5c6e7
ba5066,4970e2
720aa8,cedda1
000ecc,b7cacd
64795c,703cf4
000ecd,a5b38f
000ece,629190
00651e,e257c7
006532,06f904
2cdb10,134459
000ecf,465157
00638b,2b178c
f76752,cdd129
842fb2,477737
386d76,fcf83e
00b36c,4ad393
00b36d,ca9291
bdcf08,49f11c
9f501f,8a33a2
00b36b,16b1a4
2029bc,19e008
00b379,436753
30995d,346913
00b376,e1e764
e097f0,6723e2
00b377,edd7d5
00638e,7ab820
00638f,75fadc
4fa978,22e29f
f7673b,f52793
00638d,8cbb0c
048cdf,da105c
104816,5c19ea
6b1b60,04ef5c
3c6f89,c21d1b
00b375,b7109f
00b373,327dd2
9d1051,5a0f4a
00b35d,bd0676
8dfc4f,445a12
cc1cc8,653d32
00637a,7efb22
518dd6,658c33
b2f1c6,097ea6
00b367,99ea83
00b368,ee3728
c9aeb4,b0b55b
00637e,904c55
00637b,0a45bc
00b369,ac0fb0
00637c,d22fec
006392,d4b212
00b360,1a77e0
006390,09452d
48f576,850f2e
006391,8c0de8
876a70,e0aab6
069957,09e5e4
3f1f34,cadfda
00b361,bc6093
00b362,d53dea
9f5016,a99709
00b34e,babd5e
3a2f9f,164878
00b34f,9d3de5
00b34c,5e249d
00b34d,825490
006396,7e86f6
006397,c176da
006394,327bf6
006395,38fa1b
b551d4,3655e3
00b38b,832532
5ed826,da87cc
e93266,03a246
00b398,503e3d
bb93b9,7c74dd
8dfc37,6161bf
e9324e,b99056
00b392,68ea53
b697e1,13a1a1
000e00,b88a83
00b393,d5e939
000e02,845950
00b396,d83c19
00b397,3d33ec
00b394,334644
000e07,e02afa
ab5bc1,379116
000e08,3e6755
00b37f,05dd74
000e03,322b1d
000e04,645a3d
000e05,e103a5
0b9739,27410b
000e06,14ba67
b4a7ea,13c65c
00639b,19e2b6
00b37a,34c1ae
a6ada7,f2824d
00639a,08d135
00b37e,3677c0
2e9825,dacc4f
ce5cbd,1e9ff1
00b387,476811
00b388,e5be4a
06992c,e867f9
1bfe3a,a7019b
00639f,023716
5ccbb4,dcf9b9
00639d,3e10e2
00639e,ab0d30
72b17f,cfa581
00b385,b3c53b
0d0100,98f82b
00b383,f6c93d
d852a5,7dba5b
b2f1df,0a6268
d998cd,bbfc27
04a93a,bc872e
07931b,622e4e
00b36e,74e48a
a2343f,017699
25f422,d5988b
adb841,4113c4
469af3,cf32fb
2f9222,cdc9f2
00b334,6a263f
00634f,3b6b02
031313,afef11
00b335,21ab44
132c61,d43cd2
6967af,059fe3
00634a,6e25b2
00b338,2d256f
00634b,f40c3e
c1415a,10152e
006360,50928f
f62141,5904f5
80e01e,310276
000cfd,499485
000cfe,64f338
000cff,14e5f5
05a355,73bcda
00b31b,528edb
006368,3da17b
00b31c,d56a07
1c1e7c,700241
006365,1e7e7d
cbc948,fca41a
00b31a,a9a444
006361,436302
006362,e6c6ae
00b31e,0cf5ac
000cf7,cb8656
000cf8,a9055f
00b329,37f8b8
000cf3,ab28ff
000cf5,e3517b
dd580e,a8f52c
000cf6,879c72
ab5bdb,f5395d
00633d,b6dedc
00b324,871c64
00633b,9d66ba
f80ab0,4b77fa
00b327,3c053a
000cef,fece3e
7e0531,c2c423
2a1894,607fc1
d3b2c5,31e9ee
4030c3,0c0162
3e79b0,355f31
000ceb,decc4e
00b320,e0973f
000ced,90fcc0
000cee,886f77
a41dfb,6da30d
00b30a,c36204
006354,f9d943
006355,6d6eeb
9ddfdf,761e0a
006352,889c6f
00b30e,68bf4f
00b30c,b2c2e8
006351,289a21
09ccb3,4623eb
00b34a,180a42
0c0763,5a5331
00b34b,784863
a8ee6a,1e5f5b
00b357,165556
00636e,96a36a
00636f,4a0def
00636d,bfc37d
00636a,f2936c
52a422,b03a95
fbeeb2,459b1e
2123b5,1ebf72
006381,1f8a87
4030b4,127fb3
00b353,537978
00b350,95fb8b
00b33d,33946d
02196e,f20863
7de51d,71e468
00b33b,8135a5
006388,05a519
00b33c,13c611
76574c,36fd99
006385,a150cb
006383,797b45
229f58,a00601
00b33f,e6b585
e37d35,bf8b63
006384,ee85e4
8ec0b1,194a77
bfd9f0,a8f195
006369,a878f4
b00d5d,07d4c0
00635f,9aa453
00b346,ca7164
ea407a,e88d6c
00b344,dda865
6571c0,91f7c1
00635b,bb768c
3cbf2c,b7706e
94ed25,051c12
00b347,698eed
00635a,118671
f0379f,e279ec
006371,dc206c
f7679a,4125bb
00b342,826cfb
00b340,60a68b
006378,e9d488
006379,d423c7
104844,b64a80
848603,3430c8
470ac0,d91bac
006375,c41a51
006372,fc8571
a8ee96,468380
006373,86438d
000e4c,86b90e
3191ca,f27309
000e4d,892bc5
000e4f,f68ba2
dfe823,44ce51
000e4b,c156ad
0062a4,97a8ec
000e60,a3ee87
0062a2,3620e7
000e65,1b0e21
000e67,b17f62
0062a9,12ace7
e5d852,5f3c9d
000e61,c927df
719c92,f917ea
0062a8,202fb5
000e63,01b624
dbf215,92a607
ff13e8,3bf95b
000e64,90ca90
0062a6,b16260
be43da,dd38fa
6fb66a,6718f2
000e3b,ae499a
000e3c,ef2f92
2d5286,96d6e8
4ab8ee,60a21e
000e3e,dd324a
790707,43cb4d
000e3a,5cfe8b
000e3f,ca13ab
000e55,8ab2d7
73f6db,41bffd
000e57,8c7b27
000e50,8176dd
000e52,7c1f22
b9cd80,bdcce7
ad66fb,e34439
000e6f,779ed1
744c27,b8dd70
5b46ca,a87b1e
d29e8a,6f2e27
000e6a,b81216
17fc6d,934904
0062ae,9cb9f4
000e6d,b01e3b
543e6f,f1ebc9
0062c5,0b0f43
000e80,f5773e
0062c6,8f0845
0062c4,c9d41a
3201a2,b6ca2a
9957f3,e579c6
a3ff13,bc89b3
65c267,ee9b52
000e83,310668
000e85,5598d4
0062c8,7c02d3
0062bd,2e4ccb
0062be,edb0ab
0062bb,fdf418
0062bc,a1dbc2
c07afb,df19d8
8b36ed,c14790
000e5e,c1e816
000e5a,8dc0fd
27df18,475008
000e5b,c95811
000e5c,847232
0062b4,2fa5de
0062b5,dca7c7
000e70,fd9110
0062b2,ab2038
8e719d,bfddfc
000e76,33eed2
000e77,72807b
000e78,d6a535
000e72,ea7d80
dbf224,281d66
000e73,ca8563
000e74,5db931
0062b6,05aa5a
682217,bedd1b
0062ab,81f0a1
383942,fe9092
4fde02,466d43
313d59,5ea9a0
000e0a,91f4b4
2f90fc,d4eb4c
000e0b,f7d904
699bee,509477
2cdbf3,c2d424
8dfc14,794cd3
000e21,6ce94c
000e22,c94389
000e23,6f5597
b4596b,c939a2
000e24,462a01
000e20,7b8fbc
7b5559,b12ab8
000e29,1a646b
922938,fec9bd
000e25,94d404
42710b,44a297
000e26,2348dd
000e27,b643fd
803b12,3e90d4
3347af,0e4ab9
a65dfa,c9d717
789756,0e7dee
b2f315,840071
65c277,704dab
000e11,d84304
000e12,6dcdd3
4f8e19,a8513b
000e18,fa342e
ebd639,c3c330
7d3ec1,702748
000e15,dffa98
000e16,9a78e3
000e17,25d705
000e2a,64f2cb
f55aa6,43d663
000e2c,77d03d
d122ed,674011
000e2d,68c358
78975b,7433a6
000e2f,a8b43e
000e43,c4fa56
000e44,868768
000e45,ed3bba
000e46,be3c2e
000e41,ff8c25
000e42,04558a
c5ba11,73ada0
7fcf9c,b4a9f1
40319d,cc988c
000e49,53f731
54e2d4,5c4478
fcb3bb,79e7e9
000e1b,5a261b
000e1c,dc4ec6
89fa49,373282
000e1d,7230fa
d0ae8b,0005cc
000e1e,c465c8
2f082a,153487
000e1f,e6557e
000e32,b98213
000e33,5186c3
a4c485,683a77
000e30,233ba3
9ea682,2f0f6a
000e36,24d60e
901cf9,9cc37b
000e37,67f49f
4cf8cb,79827d
00b2ef,682406
4fa7e4,666b16
e930a5,ddf33b
00b2ed,79e1ae
00b2ea,1ff601
00b2eb,ddc120
00b2f8,70ff7e
00b2f6,7acc5b
a1bf9b,6bd915
00b2f7,9e138f
00b2f1,8b1574
00b2f4,5c01a2
30e8e2,b1827e
00b2df,013eed
00b2dd,5b6756
e58802,731bea
b4588a,129561
53e9d0,bf9a29
897597,d47163
e930b7,809338
8c3275,697384
00b2dc,0dce94
f80c07,536c34
00b2da,2d1e2b
00b2e8,c7b4e4
00b2e5,559b11
00b2e6,29ed3f
00b2e9,2cb7c5
ab5c32,281ac5
62bbcb,482803
1cc418,da7da0
a1bf7b,d0a505
2613d6,3e1861
f620a7,06b976
fbef78,66ac41
56cf01,64ae95
946960,f3654b
c7c4ac,0191dc
64c856,c01bdc
89c51e,99c8fb
f31c63,b53e47
0698c3,77c80d
29e9f8,d26f58
46eb4d,89cdcd
71b839,d228f6
b31271,0df0c1
ab26f2,07980b
00b2fd,1e4b4b
00b2fe,366667
ab5c47,64ff97
254f8d,622e4e
3cbefc,531080
ab5c3a,53a025
469b97,a4159e
000e8c,a50ff3
000e8d,b40362
000e8e,66e744
000e8f,f80f3a
00b2c0,163480
00b2ac,caf5ad
0062e5,9976d9
21251f,0e4580
0062e6,57a75c
0062e3,b2ef7d
907392,d04894
0062e1,a0e5a4
00b2ae,270148
0062e2,4ef69e
f9f6d1,a211cb
edbfc9,85d7fc
b7088f,c4f5f0
e1922b,4de9a1
768c4d,333eed
0c3b33,51dc53
7f49c6,654ee4
c5ba76,e05405
d0af63,a40470
0062df,e859e1
00b2b4,2784dc
000e9b,e575f9
0062dd,c276da
000e9c,b89ae0
0062db,8c2f96
00b2b9,e90570
0062da,57f5ef
00b2b7,1857ed
000e7f,1012d4
f7b6fa,8da881
000e7b,453e50
00b2b0,3a414b
000e7c,46ff04
00b2b1,c19b90
000e7d,67716e
71ec95,ea97ce
0062d6,f53fdb
000e91,c3a773
000e92,52a9e7
0062d4,ca89a4
998d73,caee4d
000e93,c41b3c
dea293,b66c8e
0062d3,1fc66d
000e98,7cbfb4
ad9c16,91086d
000e99,4080a6
00b2a9,852433
000e94,8334a5
000e95,0d573b
132acd,2cb579
000e97,75e549
0062d9,56b80f
dda7a6,4f4f77
ad66c9,1af935
00b2a4,b77cb4
0062cc,b8d175
00b2a1,16ec72
000e8b,72c7e4
0062cd,c460bf
dea28a,de7a35
0062ca,723aea
0062cb,922248
00b2a8,923687
fc0f0c,72db21
00b2a5,dc8e9e
592dda,a06f13
00b2a6,e1c35b
3ad54a,671d7f
00b2e0,c24482
00b2e3,ad6b67
00b2e1,31a3ec
fc0f30,ab8487
d61469,278d7a
f80c6e,732fda
31e371,a29b82
0062fa,3df070
00b2ca,0d418e
00b2d6,e4daa6
0062ff,98a5b0
20aeeb,fa1267
00b2d5,774800
0062fd,1e161e
2af19c,43fe72
0062fc,eab6e0
7656d0,93fb79
0062f0,cab851
1c7470,09973d
0802e2,8540ce
00b2d2,579e9f
